Año,Trimestre,Provincia,Velocidad,Accesos_prov,LinkIndec,Partido,Localidad,Accesos_loc
2024,4,CABA,2.00,229.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,232.00
2024,4,CABA,0.50,228.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,228.00
2024,4,CABA,7.00,11.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,11.00
2024,4,CABA,9.00,36.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,34.00
2024,4,CABA,11.00,5.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,5.00
2024,4,CABA,12.00,94.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,94.00
2024,4,CABA,14.00,28.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,27.00
2024,4,CABA,16.00,5.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,5.00
2024,4,CABA,19.00,24.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,24.00
2024,4,CABA,21.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,4,CABA,25.00,224.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,81.00
2024,4,CABA,0.26,31.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,31.00
2024,4,CABA,35.00,23.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,23.00
2024,4,CABA,40.00,230.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,227.00
2024,4,CABA,45.00,9.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,9.00
2024,4,CABA,46.00,223.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,215.00
2024,4,CABA,0.51,158.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,35.00
2024,4,CABA,55.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,4,CABA,60.00,6266.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,44.00
2024,4,CABA,66.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,4,CABA,70.00,3.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,3.00
2024,4,CABA,80.00,13.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,7.00
2024,4,CABA,110.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,4,CABA,120.00,31.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,33.00
2024,4,CABA,125.00,3.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,3.00
2024,4,CABA,160.00,5.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,5.00
2024,4,CABA,220.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,4,CABA,225.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,4,CABA,275.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,4,CABA,301.00,23.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,23.00
2024,4,CABA,325.00,2.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2.00
2024,4,CABA,700.00,1921.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,289.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 01,CONSTITUCION,22.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 01,MONSERRAT,30.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 01,PUERTO MADERO,34.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 01,RETIRO,56.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 01,SAN NICOLAS,118.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 01,SAN TELMO,27.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 02,RECOLETA,70.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 03,BALVANERA,17.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 03,SAN CRISTOBAL,15.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 04,BARRACAS,68.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 04,BOCA,32.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 04,NUEVA POMPEYA,46.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 04,PARQUE PATRICIOS,38.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 05,ALMAGRO,27.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 05,BOEDO,23.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 06,CABALLITO,52.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 07,FLORES,39.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 07,PARQUE CHACABUCO,33.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 08,VILLA LUGANO,54.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 08,VILLA RIACHUELO,16.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 08,VILLA SOLDATI,31.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 09,LINIERS,10.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 09,MATADEROS,27.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 09,PARQUE AVELLANEDA,21.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 10,FLORESTA,7.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 10,MONTE CASTRO,9.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 10,VELEZ SARSFIELD,4.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 10,VERSALLES,2.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 10,VILLA LURO,10.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 10,VILLA REAL,4.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 11,VILLA DEL PARQUE,18.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 11,VILLA DEVOTO,48.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 11,VILLA GENERAL MITRE,16.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 11,VILLA SANTA RITA,5.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 12,COGHLAN,18.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 12,SAAVEDRA,22.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 12,VILLA PUEYRREDON,16.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 12,VILLA URQUIZA,30.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 13,BELGRANO,92.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 13,COLEGIALES,59.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 13,NUÑEZ,34.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 14,PALERMO,175.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 15,AGRONOMIA,5.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 15,CHACARITA,32.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 15,PARQUE CHAS,7.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 15,PATERNAL,19.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 15,VILLA CRESPO,19.00
2024,4,CABA,226.50,1198.00,2000010,Comuna 15,VILLA ORTUZAR,15.00
2024,3,CABA,2.00,233.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,232.00
2024,3,CABA,0.50,451.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,228.00
2024,3,CABA,7.00,7.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,11.00
2024,3,CABA,9.00,3.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,34.00
2024,3,CABA,11.00,5.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,5.00
2024,3,CABA,12.00,93.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,94.00
2024,3,CABA,16.00,5.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,5.00
2024,3,CABA,21.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,3,CABA,25.00,255.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,81.00
2024,3,CABA,0.26,32.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,31.00
2024,3,CABA,35.00,24.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,23.00
2024,3,CABA,40.00,239.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,227.00
2024,3,CABA,0.51,35.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,35.00
2024,3,CABA,55.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,3,CABA,60.00,5949.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,44.00
2024,3,CABA,66.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,3,CABA,70.00,3.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,3.00
2024,3,CABA,80.00,14.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,7.00
2024,3,CABA,110.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,3,CABA,120.00,28.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,33.00
2024,3,CABA,125.00,3.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,3.00
2024,3,CABA,160.00,5.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,5.00
2024,3,CABA,220.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,3,CABA,225.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,3,CABA,275.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1.00
2024,3,CABA,325.00,2.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2.00
2024,3,CABA,700.00,1.00,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,289.00
2024,2,BUENOS AIRES,4.00,13200.00,6588040,9 de Julio,Dudignac,247.00
2024,2,BUENOS AIRES,4.00,13200.00,6854060,25 de Mayo,Norberto de la Riestra,5.00
2024,2,BUENOS AIRES,4.00,13200.00,6014030,Adolfo Gonzales Chaves,Juan E. Barra,48.00
2024,2,BUENOS AIRES,4.00,13200.00,6014040,Adolfo Gonzales Chaves,Vásquez,2.00
2024,2,BUENOS AIRES,4.00,13200.00,6028010,Almirante Brown,Adrogué,7.00
2024,2,BUENOS AIRES,4.00,13200.00,6028010,Almirante Brown,Burzaco,115.00
2024,2,BUENOS AIRES,4.00,13200.00,6028010,Almirante Brown,Glew,29.00
2024,2,BUENOS AIRES,4.00,13200.00,6077010,Arrecifes,Arrecifes,244.00
2024,2,BUENOS AIRES,4.00,13200.00,6056010,Bahía Blanca,Bahía Blanca,184.00
2024,2,BUENOS AIRES,4.00,13200.00,6056020,Bahía Blanca,Cabildo,9.00
2024,2,BUENOS AIRES,4.00,13200.00,6091010,Berazategui,Berazategui,34.00
2024,2,BUENOS AIRES,4.00,13200.00,6091010,Berazategui,Centro Agrícola El Pato,2.00
2024,2,BUENOS AIRES,4.00,13200.00,6112030,Bragado,General O'Brien,83.00
2024,2,BUENOS AIRES,4.00,13200.00,6119050,Brandsen,Coronel Brandsen,1.00
2024,2,BUENOS AIRES,4.00,13200.00,6224040,Chivilcoy,La Rica,16.00
2024,2,BUENOS AIRES,4.00,13200.00,6224050,Chivilcoy,Moquehuá,13.00
2024,2,BUENOS AIRES,4.00,13200.00,6231030,Daireaux,Daireaux,244.00
2024,2,BUENOS AIRES,4.00,13200.00,6231060,Daireaux,Salazar,79.00
2024,2,BUENOS AIRES,4.00,13200.00,6245010,Ensenada,Ensenada,52.00
2024,2,BUENOS AIRES,4.00,13200.00,6260010,Esteban Echeverría,9 De Abril,55.00
2024,2,BUENOS AIRES,4.00,13200.00,6260010,Esteban Echeverría,El Jagüel,43.00
2024,2,BUENOS AIRES,4.00,13200.00,6260010,Esteban Echeverría,Monte Grande,127.00
2024,2,BUENOS AIRES,4.00,13200.00,6274010,Florencio Varela,Florencio Varela,145.00
2024,2,BUENOS AIRES,4.00,13200.00,6277020,Florentino Ameghino,Florentino Ameghino,110.00
2024,2,BUENOS AIRES,4.00,13200.00,6280020,General Alvarado,Mar del Sur,21.00
2024,2,BUENOS AIRES,4.00,13200.00,6280040,General Alvarado,Miramar,77.00
2024,2,BUENOS AIRES,4.00,13200.00,6294010,General Arenales,Arribeños,176.00
2024,2,BUENOS AIRES,4.00,13200.00,6301020,General Belgrano,Gorchs,5.00
2024,2,BUENOS AIRES,4.00,13200.00,6336020,General Lavalle,Chacras de San Clemente,1.00
2024,2,BUENOS AIRES,4.00,13200.00,6336020,General Lavalle,General Lavalle,156.00
2024,2,BUENOS AIRES,4.00,13200.00,6336030,General Lavalle,Pavón,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6351010,General Pinto,Colonia San Ricardo  (Est. Iriarte),2.00
2024,2,BUENOS AIRES,4.00,13200.00,6357090,General Pueyrredón,Camet,165.00
2024,2,BUENOS AIRES,4.00,13200.00,6371010,General San Martín,Villa Ballester,49.00
2024,2,BUENOS AIRES,4.00,13200.00,6371010,General San Martín,Villa Granaderos De San Martín,49.00
2024,2,BUENOS AIRES,4.00,13200.00,6371010,General San Martín,Villa Maipu,49.00
2024,2,BUENOS AIRES,4.00,13200.00,6371010,General San Martín,Villa San Andrés,29.00
2024,2,BUENOS AIRES,4.00,13200.00,6385010,General Viamonte,Baigorrita,119.00
2024,2,BUENOS AIRES,4.00,13200.00,6392050,General Villegas,General Villegas  (Est. Villegas),3.00
2024,2,BUENOS AIRES,4.00,13200.00,6399040,Guaminí,Guaminí,58.00
2024,2,BUENOS AIRES,4.00,13200.00,6413010,Junín,Agustín Roca,49.00
2024,2,BUENOS AIRES,4.00,13200.00,6413030,Junín,Balneario Laguna de Gómez,2.00
2024,2,BUENOS AIRES,4.00,13200.00,6413070,Junín,Morse,91.00
2024,2,BUENOS AIRES,4.00,13200.00,6413080,Junín,Saforcada,31.00
2024,2,BUENOS AIRES,4.00,13200.00,6420030,La Costa,Aguas Verdes,1.00
2024,2,BUENOS AIRES,4.00,13200.00,6420020,La Costa,Mar de Ajó - San Bernardo,2.00
2024,2,BUENOS AIRES,4.00,13200.00,6427010,La Matanza,Gonzalez Catán,42.00
2024,2,BUENOS AIRES,4.00,13200.00,6427010,La Matanza,Gregorio De Laferrere,123.00
2024,2,BUENOS AIRES,4.00,13200.00,6427010,La Matanza,Isidro Casanova,1.00
2024,2,BUENOS AIRES,4.00,13200.00,6427010,La Matanza,Rafael Castillo,14.00
2024,2,BUENOS AIRES,4.00,13200.00,6427010,La Matanza,Villa  Eduardo Madero,19.00
2024,2,BUENOS AIRES,4.00,13200.00,6441030,La Plata,La Plata,83.00
2024,2,BUENOS AIRES,4.00,13200.00,6455020,Las Flores,El Trigo,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6455030,Las Flores,Las Flores,48.00
2024,2,BUENOS AIRES,4.00,13200.00,6462020,Leandro N. Alem,El Dorado,68.00
2024,2,BUENOS AIRES,4.00,13200.00,6462030,Leandro N. Alem,Fortín Acha,19.00
2024,2,BUENOS AIRES,4.00,13200.00,6462040,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),4.00
2024,2,BUENOS AIRES,4.00,13200.00,6462050,Leandro N. Alem,Leandro N. Alem,4.00
2024,2,BUENOS AIRES,4.00,13200.00,6469040,Lincoln,Carlos Salas,32.00
2024,2,BUENOS AIRES,4.00,13200.00,6490010,Lomas De Zamora,Lomas De Zamora,90.00
2024,2,BUENOS AIRES,4.00,13200.00,6505060,Magdalena,Vieytes,28.00
2024,2,BUENOS AIRES,4.00,13200.00,6574040,Navarro,Villa Moll  (Est. Moll),7.00
2024,2,BUENOS AIRES,4.00,13200.00,6581010,Necochea,Claraz,4.00
2024,2,BUENOS AIRES,4.00,13200.00,6581030,Necochea,Juan N. Fernández,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6609010,Pehuajó,Capitán Castro,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6609080,Pehuajó,Chiclana,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6609030,Pehuajó,Francisco Madero,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6609035,Pehuajó,Inocencio Sosa,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6609040,Pehuajó,Juan José Paso,31.00
2024,2,BUENOS AIRES,4.00,13200.00,6609050,Pehuajó,Magdala,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6609060,Pehuajó,Mones Cazón,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6609070,Pehuajó,Nueva Plata,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6609090,Pehuajó,San Bernardo  (Est. Guanaco),3.00
2024,2,BUENOS AIRES,4.00,13200.00,6609020,Pehuajó,San Esteban,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6638040,Pilar,Del Viso,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6638040,Pilar,La Lonja,2.00
2024,2,BUENOS AIRES,4.00,13200.00,6638040,Pilar,Pilar,9.00
2024,2,BUENOS AIRES,4.00,13200.00,6648010,Presidente Perón,Guernica,15.00
2024,2,BUENOS AIRES,4.00,13200.00,6655030,Punta Indio,Pipinas,114.00
2024,2,BUENOS AIRES,4.00,13200.00,6658010,Quilmes,Bernal Oeste,171.00
2024,2,BUENOS AIRES,4.00,13200.00,6658010,Quilmes,Quilmes,136.00
2024,2,BUENOS AIRES,4.00,13200.00,6658010,Quilmes,San Francisco Solano,114.00
2024,2,BUENOS AIRES,4.00,13200.00,6658010,Quilmes,Villa La Florida,114.00
2024,2,BUENOS AIRES,4.00,13200.00,6672010,Rauch,Rauch,21.00
2024,2,BUENOS AIRES,4.00,13200.00,6686020,Rojas,Las Carabelas,25.00
2024,2,BUENOS AIRES,4.00,13200.00,6728010,San Andrés de Giles,Azcuénaga,59.00
2024,2,BUENOS AIRES,4.00,13200.00,6742020,San Cayetano,Ochandío,1.00
2024,2,BUENOS AIRES,4.00,13200.00,6749010,San Fernando,San Fernando,37.00
2024,2,BUENOS AIRES,4.00,13200.00,6763050,San Nicolás,San Nicolás de los Arroyos,36.00
2024,2,BUENOS AIRES,4.00,13200.00,6791030,Tandil,Gardey,107.00
2024,2,BUENOS AIRES,4.00,13200.00,6805010,Tigre,Benavídez,2.00
2024,2,BUENOS AIRES,4.00,13200.00,6805010,Tigre,Tigre,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6812010,Tordillo,General Conesa,193.00
2024,2,BUENOS AIRES,4.00,13200.00,6812010,Tordillo,Villa Roch,6.00
2024,2,BUENOS AIRES,4.00,13200.00,6833060,Tres Arroyos,Orense,3.00
2024,2,BUENOS AIRES,4.00,13200.00,6833100,Tres Arroyos,Tres Arroyos,1.00
2024,2,BUENOS AIRES,4.00,13200.00,6861010,Vicente López,Florida Oeste,26.00
2024,2,BUENOS AIRES,4.00,13200.00,6861010,Vicente López,Villa Martelli,47.00
2024,2,BUENOS AIRES,4.00,13200.00,6875070,Villarino,Pedro Luro,31.00
2024,2,BUENOS AIRES,4.00,13200.00,6875080,Villarino,Teniente Origone,14.00
2024,2,BUENOS AIRES,7.00,11236.00,6588100,9 de Julio,9 de Julio,235.00
2024,2,BUENOS AIRES,7.00,11236.00,6007010,Adolfo Alsina,Carhué,103.00
2024,2,BUENOS AIRES,7.00,11236.00,6014020,Adolfo Gonzales Chaves,De la Garma,38.00
2024,2,BUENOS AIRES,7.00,11236.00,6035010,Avellaneda,Villa Domínico,5.00
2024,2,BUENOS AIRES,7.00,11236.00,6056010,Bahía Blanca,Bahía Blanca,20.00
2024,2,BUENOS AIRES,7.00,11236.00,6168010,Castelli,Castelli,95.00
2024,2,BUENOS AIRES,7.00,11236.00,6224040,Chivilcoy,La Rica,27.00
2024,2,BUENOS AIRES,7.00,11236.00,6196010,Coronel Pringles,Coronel Pringles  (Est. Pringles),2.00
2024,2,BUENOS AIRES,7.00,11236.00,6245010,Ensenada,Ensenada,20.00
2024,2,BUENOS AIRES,7.00,11236.00,6260010,Esteban Echeverría,Monte Grande,126.00
2024,2,BUENOS AIRES,7.00,11236.00,6280040,General Alvarado,Miramar,2.00
2024,2,BUENOS AIRES,7.00,11236.00,6294040,General Arenales,Ferré,257.00
2024,2,BUENOS AIRES,7.00,11236.00,6294070,General Arenales,La Trinidad,4.00
2024,2,BUENOS AIRES,7.00,11236.00,6343020,General Paz,Loma Verde,103.00
2024,2,BUENOS AIRES,7.00,11236.00,6343040,General Paz,Villanueva  (Ap. Río Salado),52.00
2024,2,BUENOS AIRES,7.00,11236.00,6364030,General Rodríguez,General Rodríguez,183.00
2024,2,BUENOS AIRES,7.00,11236.00,6441030,La Plata,La Plata,6.00
2024,2,BUENOS AIRES,7.00,11236.00,6455030,Las Flores,Las Flores,20.00
2024,2,BUENOS AIRES,7.00,11236.00,6462060,Leandro N. Alem,Vedia,44.00
2024,2,BUENOS AIRES,7.00,11236.00,6469050,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),7.00
2024,2,BUENOS AIRES,7.00,11236.00,6469090,Lincoln,Pasteur,12.00
2024,2,BUENOS AIRES,7.00,11236.00,6476030,Lobería,Lobería,278.00
2024,2,BUENOS AIRES,7.00,11236.00,6476040,Lobería,Pieres,3.00
2024,2,BUENOS AIRES,7.00,11236.00,6497060,Luján,Open Door  (Est. Dr. Domingo Cabred),226.00
2024,2,BUENOS AIRES,7.00,11236.00,6532030,Mercedes,Jorge Born,63.00
2024,2,BUENOS AIRES,7.00,11236.00,6581025,Necochea,Energía,12.00
2024,2,BUENOS AIRES,7.00,11236.00,6581050,Necochea,Nicanor Olivera  (Est. La Dulce),138.00
2024,2,BUENOS AIRES,7.00,11236.00,6602030,Patagones,Carmen de Patagones,13.00
2024,2,BUENOS AIRES,7.00,11236.00,6623090,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),3.00
2024,2,BUENOS AIRES,7.00,11236.00,6648010,Presidente Perón,Guernica,3.00
2024,2,BUENOS AIRES,7.00,11236.00,6778020,San Vicente,Alejandro Korn,21.00
2024,2,BUENOS AIRES,7.00,11236.00,6778020,San Vicente,San Vicente,29.00
2024,2,BUENOS AIRES,7.00,11236.00,6784010,Suipacha,General Rivas,29.00
2024,2,BUENOS AIRES,7.00,11236.00,6784020,Suipacha,Suipacha,132.00
2024,2,BUENOS AIRES,7.00,11236.00,6805010,Tigre,Don Torcuato Este,1.00
2024,2,BUENOS AIRES,7.00,11236.00,6805010,Tigre,Tigre,1.00
2024,2,BUENOS AIRES,9.00,750.00,6021010,Alberti,Alberti   (Est. Andrés Vaccarezza),1.00
2024,2,BUENOS AIRES,9.00,750.00,6077010,Arrecifes,Arrecifes,1.00
2024,2,BUENOS AIRES,9.00,750.00,6042010,Ayacucho,Ayacucho,4.00
2024,2,BUENOS AIRES,9.00,750.00,6049020,Azul,Azul,1.00
2024,2,BUENOS AIRES,9.00,750.00,6056010,Bahía Blanca,Bahía Blanca,10.00
2024,2,BUENOS AIRES,9.00,750.00,6063010,Balcarce,Balcarce,1.00
2024,2,BUENOS AIRES,9.00,750.00,6084020,Benito Juárez,Benito Juárez  (Est. Juárez),1.00
2024,2,BUENOS AIRES,9.00,750.00,6098010,Berisso,Berisso,3.00
2024,2,BUENOS AIRES,9.00,750.00,6105060,Bolívar,San Carlos de Bolívar  (Est. Bolívar),2.00
2024,2,BUENOS AIRES,9.00,750.00,6112010,Bragado,Bragado,1.00
2024,2,BUENOS AIRES,9.00,750.00,6147030,Carlos Casares,Carlos Casares,2.00
2024,2,BUENOS AIRES,9.00,750.00,6161010,Carmen de Areco,Carmen de Areco,1.00
2024,2,BUENOS AIRES,9.00,750.00,6217010,Chascomús,Chascomús,2.00
2024,2,BUENOS AIRES,9.00,750.00,6224010,Chivilcoy,Chivilcoy,3.00
2024,2,BUENOS AIRES,9.00,750.00,6196010,Coronel Pringles,Coronel Pringles  (Est. Pringles),2.00
2024,2,BUENOS AIRES,9.00,750.00,6280040,General Alvarado,Miramar,1.00
2024,2,BUENOS AIRES,9.00,750.00,6294050,General Arenales,General Arenales,200.00
2024,2,BUENOS AIRES,9.00,750.00,6322030,General La Madrid,Las Martinetas,14.00
2024,2,BUENOS AIRES,9.00,750.00,6343030,General Paz,Ranchos,1.00
2024,2,BUENOS AIRES,9.00,750.00,6357110,General Pueyrredón,Mar del Plata,5.00
2024,2,BUENOS AIRES,9.00,750.00,6385030,General Viamonte,Los Toldos,1.00
2024,2,BUENOS AIRES,9.00,750.00,6413050,Junín,Junín,1.00
2024,2,BUENOS AIRES,9.00,750.00,6420030,La Costa,Lucila Del Mar,13.00
2024,2,BUENOS AIRES,9.00,750.00,6420020,La Costa,Mar de Ajó - San Bernardo,172.00
2024,2,BUENOS AIRES,9.00,750.00,6441030,La Plata,La Plata,2.00
2024,2,BUENOS AIRES,9.00,750.00,6448030,Laprida,Pueblo San Jorge,32.00
2024,2,BUENOS AIRES,9.00,750.00,6455030,Las Flores,Las Flores,1.00
2024,2,BUENOS AIRES,9.00,750.00,6469080,Lincoln,Lincoln,1.00
2024,2,BUENOS AIRES,9.00,750.00,6483040,Lobos,Lobos,1.00
2024,2,BUENOS AIRES,9.00,750.00,6505040,Magdalena,Magdalena,1.00
2024,2,BUENOS AIRES,9.00,750.00,6518060,Mar Chiquita,Santa Clara del Mar,254.00
2024,2,BUENOS AIRES,9.00,750.00,6532020,Mercedes,Mercedes,1.00
2024,2,BUENOS AIRES,9.00,750.00,6574030,Navarro,Navarro,1.00
2024,2,BUENOS AIRES,9.00,750.00,6581040,Necochea,Necochea - Quequén,4.00
2024,2,BUENOS AIRES,9.00,750.00,6609080,Pehuajó,Pehuajó,1.00
2024,2,BUENOS AIRES,9.00,750.00,6623100,Pergamino,Pergamino,1.00
2024,2,BUENOS AIRES,9.00,750.00,6651090,Puán,San Germán,58.00
2024,2,BUENOS AIRES,9.00,750.00,6655050,Punta Indio,Verónica,1.00
2024,2,BUENOS AIRES,9.00,750.00,6686060,Rojas,Rojas,1.00
