Año,Trimestre,Provincia,Velocidad,Accesos_prov,LinkIndec,Partido,Localidad,Accesos_loc
2024,2,LA PAMPA,0.00,1601.00,42070050,Guatraché,Santa Teresa,2.00
2024,2,LA PAMPA,0.00,1601.00,42077010,Hucal,Abramo,1.00
2024,2,LA PAMPA,0.00,1601.00,42077020,Hucal,Bernasconi,1.00
2024,2,LA PAMPA,0.00,1601.00,42077030,Hucal,General San Martín (Est. Villa Alba),1.00
2024,2,LA PAMPA,0.00,1601.00,42077050,Hucal,Jacinto Arauz,5.00
2024,2,LA PAMPA,0.00,1601.00,42084010,Lihuel Calel,Cuchillo Co,2.00
2024,2,LA PAMPA,0.00,1601.00,42098010,Loventué,Carro Quemado,1.00
2024,2,LA PAMPA,0.00,1601.00,42098020,Loventué,Loventué,1.00
2024,2,LA PAMPA,0.00,1601.00,42098040,Loventué,Telén,1.00
2024,2,LA PAMPA,0.00,1601.00,42098050,Loventué,Victorica,2.00
2024,2,LA PAMPA,0.00,1601.00,42105020,Maracó,Dorila,1.00
2024,2,LA PAMPA,0.00,1601.00,42105030,Maracó,General Pico,11.00
2024,2,LA PAMPA,0.00,1601.00,42105040,Maracó,Speluzzi,1.00
2024,2,LA PAMPA,0.00,1601.00,42112020,Puelén,25 de Mayo,18.00
2024,2,LA PAMPA,0.00,1601.00,42112005,Puelén,Casa De Piedra,2.00
2024,2,LA PAMPA,0.00,1601.00,42112010,Puelén,Puelén,1.00
2024,2,LA PAMPA,0.00,1601.00,42119030,Quemú Quemú,Miguel Cané,106.00
2024,2,LA PAMPA,0.00,1601.00,42119040,Quemú Quemú,Quemú Quemú,115.00
2024,2,LA PAMPA,0.00,1601.00,42119050,Quemú Quemú,Relmo,26.00
2024,2,LA PAMPA,0.00,1601.00,42126010,Rancul,Caleufú,2.00
2024,2,LA PAMPA,0.00,1601.00,42126040,Rancul,Parera,3.00
2024,2,LA PAMPA,0.00,1601.00,42126060,Rancul,Quetrequén,1.00
2024,2,LA PAMPA,0.00,1601.00,42126070,Rancul,Rancul,3.00
2024,2,LA PAMPA,0.00,1601.00,42133020,Realicó,Alta Italia,13.00
2024,2,LA PAMPA,0.00,1601.00,42133030,Realicó,Damián Maisonave (Est. Simson),2.00
2024,2,LA PAMPA,0.00,1601.00,42133040,Realicó,Embajador Martini,1.00
2024,2,LA PAMPA,0.00,1601.00,42133060,Realicó,Ingeniero Luiggi,1.00
2024,2,LA PAMPA,0.00,1601.00,42133080,Realicó,Realicó,1.00
2024,2,LA PAMPA,0.00,1601.00,42140020,Toay,Toay,2.00
2024,2,LA PAMPA,0.00,1601.00,42147010,Trenel,Arata,1.00
2024,2,LA PAMPA,0.00,1601.00,42147030,Trenel,Trenel,1.00
2024,2,LA PAMPA,0.00,1601.00,42154010,Utracán,Ataliva Roca,2.00
2024,2,LA PAMPA,0.00,1601.00,42154030,Utracán,Colonia Santa María,1.00
2024,2,LA PAMPA,0.00,1601.00,42154040,Utracán,General Acha,4.00
2024,2,LA PAMPA,0.00,1601.00,42154050,Utracán,Quehué,1.00
2024,2,LA PAMPA,0.00,1601.00,42154060,Utracán,Unanué,1.00
2024,2,LA PAMPA,1.00,1187.00,42021020,Capital,Santa Rosa,51.00
2024,2,LA PAMPA,1.00,1187.00,42070020,Guatraché,General Manuel J. Campos,24.00
2024,2,LA PAMPA,1.00,1187.00,42070030,Guatraché,Guatraché,10.00
2024,2,LA PAMPA,1.00,1187.00,42070050,Guatraché,Santa Teresa,19.00
2024,2,LA PAMPA,1.00,1187.00,42105030,Maracó,General Pico,15.00
2024,2,LA PAMPA,1.00,1187.00,42126040,Rancul,Parera,12.00
2024,2,LA PAMPA,1.00,1187.00,42126070,Rancul,Rancul,179.00
2024,2,LA PAMPA,1.00,1187.00,42133040,Realicó,Embajador Martini,68.00
2024,2,LA PAMPA,1.00,1187.00,42154040,Utracán,General Acha,41.00
2024,2,LA PAMPA,2.00,2049.00,42021010,Capital,Anguil,68.00
2024,2,LA PAMPA,2.00,2049.00,42021020,Capital,Santa Rosa,1.00
2024,2,LA PAMPA,2.00,2049.00,42028030,Catriló,Lonquimay,173.00
2024,2,LA PAMPA,2.00,2049.00,42028040,Catriló,Uriburu,42.00
2024,2,LA PAMPA,2.00,2049.00,42049010,Chalileo,Santa Isabel,40.00
2024,2,LA PAMPA,2.00,2049.00,42056030,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),55.00
2024,2,LA PAMPA,2.00,2049.00,42056040,Chapaleufú,Intendente Alvear,1.00
2024,2,LA PAMPA,2.00,2049.00,42070020,Guatraché,General Manuel J. Campos,82.00
2024,2,LA PAMPA,2.00,2049.00,42070030,Guatraché,Guatraché,37.00
2024,2,LA PAMPA,2.00,2049.00,42070050,Guatraché,Santa Teresa,30.00
2024,2,LA PAMPA,2.00,2049.00,42105030,Maracó,General Pico,2.00
2024,2,LA PAMPA,2.00,2049.00,42126040,Rancul,Parera,161.00
2024,2,LA PAMPA,2.00,2049.00,42126060,Rancul,Quetrequén,15.00
2024,2,LA PAMPA,2.00,2049.00,42126070,Rancul,Rancul,123.00
2024,2,LA PAMPA,2.00,2049.00,42133030,Realicó,Damián Maisonave (Est. Simson),3.00
2024,2,LA PAMPA,2.00,2049.00,42133050,Realicó,Falucho,18.00
2024,2,LA PAMPA,2.00,2049.00,42133080,Realicó,Realicó,50.00
2024,2,LA PAMPA,2.00,2049.00,42154040,Utracán,General Acha,65.00
2024,2,LA PAMPA,3.00,6196.00,42021010,Capital,Anguil,78.00
2024,2,LA PAMPA,3.00,6196.00,42028030,Catriló,Lonquimay,65.00
2024,2,LA PAMPA,3.00,6196.00,42028040,Catriló,Uriburu,24.00
2024,2,LA PAMPA,3.00,6196.00,42056020,Chapaleufú,Ceballos,1.00
2024,2,LA PAMPA,3.00,6196.00,42056030,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),51.00
2024,2,LA PAMPA,3.00,6196.00,42035010,Conhelo,Conhelo,46.00
2024,2,LA PAMPA,3.00,6196.00,42035020,Conhelo,Eduardo Castex,3.00
2024,2,LA PAMPA,3.00,6196.00,42035040,Conhelo,Monte Nievas,45.00
2024,2,LA PAMPA,3.00,6196.00,42035050,Conhelo,Rucanelo,26.00
2024,2,LA PAMPA,3.00,6196.00,42070020,Guatraché,General Manuel J. Campos,75.00
2024,2,LA PAMPA,3.00,6196.00,42070030,Guatraché,Guatraché,45.00
2024,2,LA PAMPA,3.00,6196.00,42070050,Guatraché,Santa Teresa,18.00
2024,2,LA PAMPA,3.00,6196.00,42077010,Hucal,Abramo,29.00
2024,2,LA PAMPA,3.00,6196.00,42077050,Hucal,Jacinto Arauz,52.00
2024,2,LA PAMPA,3.00,6196.00,42098010,Loventué,Carro Quemado,20.00
2024,2,LA PAMPA,3.00,6196.00,42098030,Loventué,Luan Toro,21.00
2024,2,LA PAMPA,3.00,6196.00,42098040,Loventué,Telén,50.00
2024,2,LA PAMPA,3.00,6196.00,42098050,Loventué,Victorica,192.00
2024,2,LA PAMPA,3.00,6196.00,42105010,Maracó,Agustoni,29.00
2024,2,LA PAMPA,3.00,6196.00,42105030,Maracó,General Pico,144.00
2024,2,LA PAMPA,3.00,6196.00,42112020,Puelén,25 de Mayo,264.00
2024,2,LA PAMPA,3.00,6196.00,42119010,Quemú Quemú,Colonia Barón,50.00
2024,2,LA PAMPA,3.00,6196.00,42126040,Rancul,Parera,140.00
2024,2,LA PAMPA,3.00,6196.00,42126060,Rancul,Quetrequén,14.00
2024,2,LA PAMPA,3.00,6196.00,42133010,Realicó,Adolfo Van Praet,7.00
2024,2,LA PAMPA,3.00,6196.00,42133030,Realicó,Damián Maisonave (Est. Simson),10.00
2024,2,LA PAMPA,3.00,6196.00,42133040,Realicó,Embajador Martini,117.00
2024,2,LA PAMPA,3.00,6196.00,42133050,Realicó,Falucho,13.00
2024,2,LA PAMPA,3.00,6196.00,42133080,Realicó,Realicó,68.00
2024,2,LA PAMPA,3.00,6196.00,42140020,Toay,Toay,61.00
2024,2,LA PAMPA,3.00,6196.00,42147030,Trenel,Trenel,1.00
2024,2,LA PAMPA,3.00,6196.00,42154010,Utracán,Ataliva Roca,8.00
2024,2,LA PAMPA,3.00,6196.00,42154040,Utracán,General Acha,53.00
2024,2,LA PAMPA,4.00,2619.00,42014020,Caleu Caleu,La Adela,13.00
2024,2,LA PAMPA,4.00,2619.00,42021010,Capital,Anguil,105.00
2024,2,LA PAMPA,4.00,2619.00,42021020,Capital,Santa Rosa,75.00
2024,2,LA PAMPA,4.00,2619.00,42028010,Catriló,Catriló,10.00
2024,2,LA PAMPA,4.00,2619.00,42028030,Catriló,Lonquimay,26.00
2024,2,LA PAMPA,4.00,2619.00,42028040,Catriló,Uriburu,12.00
2024,2,LA PAMPA,4.00,2619.00,42049010,Chalileo,Santa Isabel,100.00
2024,2,LA PAMPA,4.00,2619.00,42063020,Chical Co,La Humada,189.00
2024,2,LA PAMPA,4.00,2619.00,42042010,Curacó,Gobernador Duval,65.00
2024,2,LA PAMPA,4.00,2619.00,42042020,Curacó,Puelches,26.00
2024,2,LA PAMPA,4.00,2619.00,42070020,Guatraché,General Manuel J. Campos,54.00
2024,2,LA PAMPA,4.00,2619.00,42070030,Guatraché,Guatraché,261.00
2024,2,LA PAMPA,4.00,2619.00,42070050,Guatraché,Santa Teresa,21.00
2024,2,LA PAMPA,4.00,2619.00,42077030,Hucal,General San Martín (Est. Villa Alba),72.00
2024,2,LA PAMPA,4.00,2619.00,42091010,Limay Mahuida,La Reforma,59.00
2024,2,LA PAMPA,4.00,2619.00,42091020,Limay Mahuida,Limay Mahuida,17.00
2024,2,LA PAMPA,4.00,2619.00,42112005,Puelén,Casa De Piedra,48.00
2024,2,LA PAMPA,4.00,2619.00,42119010,Quemú Quemú,Colonia Barón,22.00
2024,2,LA PAMPA,4.00,2619.00,42119060,Quemú Quemú,Villa Mirasol,13.00
2024,2,LA PAMPA,4.00,2619.00,42133070,Realicó,Ojeda,3.00
2024,2,LA PAMPA,4.00,2619.00,42140020,Toay,Toay,118.00
2024,2,LA PAMPA,4.00,2619.00,42154010,Utracán,Ataliva Roca,202.00
2024,2,LA PAMPA,4.00,2619.00,42154020,Utracán,Chacharramendi,82.00
2024,2,LA PAMPA,5.00,2243.00,42007020,Atreucó,Macachín,1.00
2024,2,LA PAMPA,5.00,2243.00,42014020,Caleu Caleu,La Adela,14.00
2024,2,LA PAMPA,5.00,2243.00,42021010,Capital,Anguil,12.00
2024,2,LA PAMPA,5.00,2243.00,42028030,Catriló,Lonquimay,14.00
2024,2,LA PAMPA,5.00,2243.00,42028040,Catriló,Uriburu,10.00
2024,2,LA PAMPA,5.00,2243.00,42056060,Chapaleufú,Vértiz,107.00
2024,2,LA PAMPA,5.00,2243.00,42077030,Hucal,General San Martín (Est. Villa Alba),62.00
2024,2,LA PAMPA,5.00,2243.00,42077050,Hucal,Jacinto Arauz,21.00
2024,2,LA PAMPA,5.00,2243.00,42105020,Maracó,Dorila,53.00
2024,2,LA PAMPA,5.00,2243.00,42105030,Maracó,General Pico,4.00
2024,2,LA PAMPA,5.00,2243.00,42105040,Maracó,Speluzzi,41.00
2024,2,LA PAMPA,5.00,2243.00,42112020,Puelén,25 de Mayo,151.00
2024,2,LA PAMPA,5.00,2243.00,42119040,Quemú Quemú,Quemú Quemú,120.00
2024,2,LA PAMPA,5.00,2243.00,42119060,Quemú Quemú,Villa Mirasol,25.00
2024,2,LA PAMPA,5.00,2243.00,42126040,Rancul,Parera,16.00
2024,2,LA PAMPA,5.00,2243.00,42126070,Rancul,Rancul,124.00
2024,2,LA PAMPA,5.00,2243.00,42133060,Realicó,Ingeniero Luiggi,187.00
2024,2,LA PAMPA,5.00,2243.00,42147020,Trenel,Metileo,60.00
2024,2,LA PAMPA,5.00,2243.00,42147030,Trenel,Trenel,122.00
2024,2,LA PAMPA,0.50,6.00,42077050,Hucal,Jacinto Arauz,1.00
2024,2,LA PAMPA,0.50,6.00,42126070,Rancul,Rancul,1.00
2024,2,LA PAMPA,0.50,6.00,42147030,Trenel,Trenel,1.00
2024,2,LA PAMPA,0.50,6.00,42154020,Utracán,Chacharramendi,1.00
2024,2,LA PAMPA,7.00,516.00,42112020,Puelén,25 de Mayo,110.00
2024,2,LA PAMPA,8.00,1570.00,42028010,Catriló,Catriló,57.00
2024,2,LA PAMPA,8.00,1570.00,42035020,Conhelo,Eduardo Castex,17.00
2024,2,LA PAMPA,8.00,1570.00,42119060,Quemú Quemú,Villa Mirasol,3.00
2024,2,LA PAMPA,8.00,1570.00,42126070,Rancul,Rancul,12.00
2024,2,LA PAMPA,8.00,1570.00,42133020,Realicó,Alta Italia,52.00
2024,2,LA PAMPA,15.00,5193.00,42014020,Caleu Caleu,La Adela,11.00
2024,2,LA PAMPA,15.00,5193.00,42021020,Capital,Santa Rosa,182.00
2024,2,LA PAMPA,15.00,5193.00,42056030,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),43.00
2024,2,LA PAMPA,15.00,5193.00,42056040,Chapaleufú,Intendente Alvear,18.00
2024,2,LA PAMPA,15.00,5193.00,42035020,Conhelo,Eduardo Castex,159.00
2024,2,LA PAMPA,15.00,5193.00,42070030,Guatraché,Guatraché,47.00
2024,2,LA PAMPA,15.00,5193.00,42070040,Guatraché,Perú,22.00
2024,2,LA PAMPA,15.00,5193.00,42105030,Maracó,General Pico,262.00
2024,2,LA PAMPA,15.00,5193.00,42112010,Puelén,Puelén,68.00
2024,2,LA PAMPA,15.00,5193.00,42119060,Quemú Quemú,Villa Mirasol,3.00
2024,2,LA PAMPA,15.00,5193.00,42126040,Rancul,Parera,108.00
2024,2,LA PAMPA,15.00,5193.00,42126060,Rancul,Quetrequén,26.00
2024,2,LA PAMPA,15.00,5193.00,42126070,Rancul,Rancul,4.00
2024,2,LA PAMPA,15.00,5193.00,42133010,Realicó,Adolfo Van Praet,7.00
2024,2,LA PAMPA,15.00,5193.00,42133030,Realicó,Damián Maisonave (Est. Simson),24.00
2024,2,LA PAMPA,15.00,5193.00,42133050,Realicó,Falucho,13.00
2024,2,LA PAMPA,15.00,5193.00,42140020,Toay,Toay,81.00
2024,2,LA PAMPA,15.00,5193.00,42147030,Trenel,Trenel,39.00
2024,2,LA PAMPA,15.00,5193.00,42154010,Utracán,Ataliva Roca,50.00
2024,2,LA PAMPA,15.00,5193.00,42154030,Utracán,Colonia Santa María,8.00
2024,2,LA PAMPA,15.00,5193.00,42154050,Utracán,Quehué,32.00
2024,2,LA PAMPA,15.00,5193.00,42154060,Utracán,Unanué,10.00
2024,2,LA PAMPA,1.50,185.00,42021010,Capital,Anguil,23.00
2024,2,LA PAMPA,1.50,185.00,42021020,Capital,Santa Rosa,40.00
2024,2,LA PAMPA,1.50,185.00,42140020,Toay,Toay,14.00
2024,2,LA PAMPA,1.50,185.00,42154010,Utracán,Ataliva Roca,42.00
2024,2,LA PAMPA,1.50,185.00,42154040,Utracán,General Acha,66.00
2024,2,LA PAMPA,20.00,10159.00,42007010,Atreucó,Doblas,104.00
2024,2,LA PAMPA,20.00,10159.00,42014020,Caleu Caleu,La Adela,5.00
2024,2,LA PAMPA,20.00,10159.00,42021020,Capital,Santa Rosa,1.00
2024,2,LA PAMPA,20.00,10159.00,42028010,Catriló,Catriló,21.00
2024,2,LA PAMPA,20.00,10159.00,42056010,Chapaleufú,Bernardo Larroude,19.00
2024,2,LA PAMPA,20.00,10159.00,42056020,Chapaleufú,Ceballos,3.00
2024,2,LA PAMPA,20.00,10159.00,42056030,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),21.00
2024,2,LA PAMPA,20.00,10159.00,42056040,Chapaleufú,Intendente Alvear,4.00
2024,2,LA PAMPA,20.00,10159.00,42070030,Guatraché,Guatraché,39.00
2024,2,LA PAMPA,20.00,10159.00,42070040,Guatraché,Perú,11.00
2024,2,LA PAMPA,20.00,10159.00,42077020,Hucal,Bernasconi,21.00
2024,2,LA PAMPA,20.00,10159.00,42105030,Maracó,General Pico,6.00
2024,2,LA PAMPA,20.00,10159.00,42119030,Quemú Quemú,Miguel Cané,86.00
2024,2,LA PAMPA,20.00,10159.00,42126040,Rancul,Parera,54.00
2024,2,LA PAMPA,20.00,10159.00,42126060,Rancul,Quetrequén,19.00
2024,2,LA PAMPA,20.00,10159.00,42126070,Rancul,Rancul,7.00
2024,2,LA PAMPA,20.00,10159.00,42133010,Realicó,Adolfo Van Praet,13.00
2024,2,LA PAMPA,20.00,10159.00,42133030,Realicó,Damián Maisonave (Est. Simson),17.00
2024,2,LA PAMPA,20.00,10159.00,42133040,Realicó,Embajador Martini,274.00
2024,2,LA PAMPA,20.00,10159.00,42133050,Realicó,Falucho,16.00
2024,2,LA PAMPA,20.00,10159.00,42154030,Utracán,Colonia Santa María,27.00
2024,2,LA PAMPA,20.00,10159.00,42154040,Utracán,General Acha,287.00
2024,2,LA PAMPA,20.00,10159.00,42154050,Utracán,Quehué,50.00
2024,2,LA PAMPA,20.00,10159.00,42154060,Utracán,Unanué,10.00
2024,2,LA PAMPA,25.00,1543.00,42014020,Caleu Caleu,La Adela,26.00
2024,2,LA PAMPA,25.00,1543.00,42119030,Quemú Quemú,Miguel Cané,28.00
2024,2,LA PAMPA,25.00,1543.00,42119040,Quemú Quemú,Quemú Quemú,101.00
2024,2,LA PAMPA,25.00,1543.00,42147010,Trenel,Arata,281.00
2024,2,LA PAMPA,0.26,3.00,42021020,Capital,Santa Rosa,1.00
2024,2,LA PAMPA,30.00,3628.00,42056010,Chapaleufú,Bernardo Larroude,4.00
2024,2,LA PAMPA,30.00,3628.00,42056040,Chapaleufú,Intendente Alvear,1.00
2024,2,LA PAMPA,30.00,3628.00,42035020,Conhelo,Eduardo Castex,89.00
2024,2,LA PAMPA,30.00,3628.00,42070030,Guatraché,Guatraché,21.00
2024,2,LA PAMPA,30.00,3628.00,42105030,Maracó,General Pico,1.00
2024,2,LA PAMPA,30.00,3628.00,42119030,Quemú Quemú,Miguel Cané,59.00
2024,2,LA PAMPA,30.00,3628.00,42119040,Quemú Quemú,Quemú Quemú,230.00
2024,2,LA PAMPA,30.00,3628.00,42126070,Rancul,Rancul,3.00
2024,2,LA PAMPA,30.00,3628.00,42133060,Realicó,Ingeniero Luiggi,8.00
2024,2,LA PAMPA,30.00,3628.00,42154040,Utracán,General Acha,113.00
2024,2,LA PAMPA,35.00,1.00,42007020,Atreucó,Macachín,1.00
2024,2,LA PAMPA,3.50,2327.00,0,OTROS,OTROS,1.00
2024,2,LA PAMPA,40.00,3065.00,42007010,Atreucó,Doblas,77.00
2024,2,LA PAMPA,40.00,3065.00,42035020,Conhelo,Eduardo Castex,71.00
2024,2,LA PAMPA,40.00,3065.00,42126040,Rancul,Parera,62.00
2024,2,LA PAMPA,40.00,3065.00,42126060,Rancul,Quetrequén,18.00
2024,2,LA PAMPA,40.00,3065.00,42133010,Realicó,Adolfo Van Praet,23.00
2024,2,LA PAMPA,40.00,3065.00,42133030,Realicó,Damián Maisonave (Est. Simson),27.00
2024,2,LA PAMPA,40.00,3065.00,42133040,Realicó,Embajador Martini,2.00
2024,2,LA PAMPA,40.00,3065.00,42133050,Realicó,Falucho,25.00
2024,2,LA PAMPA,40.00,3065.00,42133060,Realicó,Ingeniero Luiggi,1.00
2024,2,LA PAMPA,0.51,62.00,42007010,Atreucó,Doblas,1.00
2024,2,LA PAMPA,0.51,62.00,42007020,Atreucó,Macachín,1.00
2024,2,LA PAMPA,0.51,62.00,42007030,Atreucó,Miguel Riglos,1.00
2024,2,LA PAMPA,0.51,62.00,42007040,Atreucó,Rolón,1.00
2024,2,LA PAMPA,0.51,62.00,42007050,Atreucó,Tomas M. Anchorena,1.00
2024,2,LA PAMPA,0.51,62.00,42014020,Caleu Caleu,La Adela,1.00
2024,2,LA PAMPA,0.51,62.00,42021010,Capital,Anguil,1.00
2024,2,LA PAMPA,0.51,62.00,42021020,Capital,Santa Rosa,3.00
2024,2,LA PAMPA,0.51,62.00,42028010,Catriló,Catriló,1.00
2024,2,LA PAMPA,0.51,62.00,42028030,Catriló,Lonquimay,1.00
2024,2,LA PAMPA,0.51,62.00,42028040,Catriló,Uriburu,1.00
2024,2,LA PAMPA,0.51,62.00,42049010,Chalileo,Santa Isabel,1.00
2024,2,LA PAMPA,0.51,62.00,42056010,Chapaleufú,Bernardo Larroude,1.00
2024,2,LA PAMPA,0.51,62.00,42056020,Chapaleufú,Ceballos,1.00
2024,2,LA PAMPA,0.51,62.00,42056030,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),1.00
2024,2,LA PAMPA,0.51,62.00,42056040,Chapaleufú,Intendente Alvear,1.00
2024,2,LA PAMPA,0.51,62.00,42056050,Chapaleufú,Sarah,2.00
2024,2,LA PAMPA,0.51,62.00,42063020,Chical Co,La Humada,1.00
2024,2,LA PAMPA,0.51,62.00,42035020,Conhelo,Eduardo Castex,1.00
2024,2,LA PAMPA,0.51,62.00,42035030,Conhelo,Mauricio Mayer,1.00
2024,2,LA PAMPA,0.51,62.00,42035040,Conhelo,Monte Nievas,1.00
2024,2,LA PAMPA,0.51,62.00,42042010,Curacó,Gobernador Duval,1.00
2024,2,LA PAMPA,0.51,62.00,42042020,Curacó,Puelches,1.00
2024,2,LA PAMPA,0.51,62.00,42070010,Guatraché,Alpachiri,1.00
2024,2,LA PAMPA,0.51,62.00,42070020,Guatraché,General Manuel J. Campos,1.00
2024,2,LA PAMPA,0.51,62.00,42070030,Guatraché,Guatraché,1.00
2024,2,LA PAMPA,0.51,62.00,42077020,Hucal,Bernasconi,1.00
2024,2,LA PAMPA,0.51,62.00,42077050,Hucal,Jacinto Arauz,1.00
2024,2,LA PAMPA,0.51,62.00,42091010,Limay Mahuida,La Reforma,1.00
2024,2,LA PAMPA,0.51,62.00,42098010,Loventué,Carro Quemado,1.00
2024,2,LA PAMPA,0.51,62.00,42098030,Loventué,Luan Toro,1.00
2024,2,LA PAMPA,0.51,62.00,42098040,Loventué,Telén,1.00
2024,2,LA PAMPA,0.51,62.00,42098050,Loventué,Victorica,1.00
2024,2,LA PAMPA,0.51,62.00,42105030,Maracó,General Pico,1.00
2024,2,LA PAMPA,0.51,62.00,42112010,Puelén,Puelén,1.00
2024,2,LA PAMPA,0.51,62.00,42119010,Quemú Quemú,Colonia Barón,1.00
2024,2,LA PAMPA,0.51,62.00,42119030,Quemú Quemú,Miguel Cané,1.00
2024,2,LA PAMPA,0.51,62.00,42119040,Quemú Quemú,Quemú Quemú,1.00
2024,2,LA PAMPA,0.51,62.00,42126010,Rancul,Caleufú,1.00
2024,2,LA PAMPA,0.51,62.00,42126030,Rancul,La Maruja,1.00
2024,2,LA PAMPA,0.51,62.00,42126040,Rancul,Parera,1.00
2024,2,LA PAMPA,0.51,62.00,42126060,Rancul,Quetrequén,1.00
2024,2,LA PAMPA,0.51,62.00,42126070,Rancul,Rancul,1.00
2024,2,LA PAMPA,0.51,62.00,42133010,Realicó,Adolfo Van Praet,1.00
2024,2,LA PAMPA,0.51,62.00,42133020,Realicó,Alta Italia,1.00
2024,2,LA PAMPA,0.51,62.00,42133040,Realicó,Embajador Martini,1.00
2024,2,LA PAMPA,0.51,62.00,42133050,Realicó,Falucho,1.00
2024,2,LA PAMPA,0.51,62.00,42133060,Realicó,Ingeniero Luiggi,2.00
2024,2,LA PAMPA,0.51,62.00,42133080,Realicó,Realicó,1.00
2024,2,LA PAMPA,0.51,62.00,42140020,Toay,Toay,1.00
2024,2,LA PAMPA,0.51,62.00,42147010,Trenel,Arata,1.00
2024,2,LA PAMPA,0.51,62.00,42147020,Trenel,Metileo,1.00
2024,2,LA PAMPA,0.51,62.00,42147030,Trenel,Trenel,1.00
2024,2,LA PAMPA,0.51,62.00,42154010,Utracán,Ataliva Roca,1.00
2024,2,LA PAMPA,0.51,62.00,42154020,Utracán,Chacharramendi,1.00
2024,2,LA PAMPA,0.51,62.00,42154040,Utracán,General Acha,1.00
2024,2,LA PAMPA,0.51,62.00,42154050,Utracán,Quehué,1.00
2024,2,LA PAMPA,60.00,2098.00,42007010,Atreucó,Doblas,22.00
2024,2,LA PAMPA,60.00,2098.00,42035020,Conhelo,Eduardo Castex,63.00
2024,2,LA PAMPA,60.00,2098.00,42133060,Realicó,Ingeniero Luiggi,4.00
2024,2,LA PAMPA,75.00,3.00,42007020,Atreucó,Macachín,8.00
2024,2,LA PAMPA,80.00,95.00,42126040,Rancul,Parera,18.00
2024,2,LA PAMPA,80.00,95.00,42126060,Rancul,Quetrequén,1.00
2024,2,LA PAMPA,80.00,95.00,42133030,Realicó,Damián Maisonave (Est. Simson),2.00
2024,2,LA PAMPA,80.00,95.00,42133080,Realicó,Realicó,105.00
2024,2,LA PAMPA,100.00,7465.00,42007020,Atreucó,Macachín,15.00
2024,2,LA PAMPA,100.00,7465.00,42021010,Capital,Anguil,213.00
2024,2,LA PAMPA,100.00,7465.00,42028010,Catriló,Catriló,50.00
2024,2,LA PAMPA,100.00,7465.00,42056040,Chapaleufú,Intendente Alvear,186.00
2024,2,LA PAMPA,100.00,7465.00,42035020,Conhelo,Eduardo Castex,80.00
2024,2,LA PAMPA,100.00,7465.00,42070030,Guatraché,Guatraché,3.00
2024,2,LA PAMPA,100.00,7465.00,42105030,Maracó,General Pico,0.00
2024,2,LA PAMPA,100.00,7465.00,42126040,Rancul,Parera,9.00
2024,2,LA PAMPA,100.00,7465.00,42126060,Rancul,Quetrequén,1.00
2024,2,LA PAMPA,100.00,7465.00,42133010,Realicó,Adolfo Van Praet,2.00
2024,2,LA PAMPA,100.00,7465.00,42133080,Realicó,Realicó,92.00
2024,2,LA PAMPA,100.00,7465.00,42154010,Utracán,Ataliva Roca,41.00
2024,2,LA PAMPA,200.00,10.00,42021020,Capital,Santa Rosa,10.00
2024,2,LA PAMPA,300.00,591.00,42021010,Capital,Anguil,101.00
2024,2,LA PAMPA,300.00,591.00,42028010,Catriló,Catriló,8.00
2024,2,LA PAMPA,300.00,591.00,42105030,Maracó,General Pico,0.00
2024,2,LA PAMPA,300.00,591.00,42140020,Toay,Toay,20.00
2024,2,LA PAMPA,300.00,591.00,42154010,Utracán,Ataliva Roca,12.00
2024,2,LA PAMPA,500.00,209.00,42056040,Chapaleufú,Intendente Alvear,3.00
2024,2,LA PAMPA,500.00,209.00,42140020,Toay,Toay,7.00
2024,2,LA PAMPA,700.00,14.00,42021020,Capital,Santa Rosa,153.00
2024,2,LA PAMPA,700.00,14.00,42140020,Toay,Toay,2.00
2024,2,LA PAMPA,1000.00,6.00,42021020,Capital,Santa Rosa,7.00
2024,2,LA RIOJA,0.00,0.00,46014010,Capital,La Rioja,2.00
2024,2,LA RIOJA,0.00,0.00,46035010,Chamical,Chamical,1.00
2024,2,LA RIOJA,0.00,0.00,46042140,Chilecito,Vichigasta,1.00
2024,2,LA RIOJA,0.00,0.00,0,otros,otros,-4.00
2024,2,LA RIOJA,1.00,377.00,46014010,Capital,La Rioja,130.00
2024,2,LA RIOJA,1.00,377.00,46035010,Chamical,Chamical,1.00
2024,2,LA RIOJA,1.00,377.00,46042010,Chilecito,Chilecito,193.00
2024,2,LA RIOJA,1.00,377.00,46042020,Chilecito,Colonia Anguinán,1.00
2024,2,LA RIOJA,1.00,377.00,46070020,General Juan F. Quiroga,Nácate,1.00
2024,2,LA RIOJA,1.00,377.00,46084010,General Ocampo,Ambil,1.00
2024,2,LA RIOJA,1.00,377.00,46105010,Independencia,Amaná,1.00
2024,2,LA RIOJA,1.00,377.00,46112010,Rosario Vera Peñaloza,Chepes,1.00
2024,2,LA RIOJA,1.00,377.00,46112020,Rosario Vera Peñaloza,Desiderio Tello,1.00
2024,2,LA RIOJA,1.00,377.00,46126010,Sanagasta,Villa Sanagasta,1.00
