Año,Trimestre,Provincia,Hasta 512 kbps_prov,'+ 512 Kbps - 1 Mbps_prov,'+ 1 Mbps - 6 Mbps_prov,'+ 6 Mbps - 10 Mbps_prov,'+ 10 Mbps - 20 Mbps_prov,'+ 20 Mbps - 30 Mbps_prov,'+ 30 Mbps_prov,Otros_prov,Total_prov,Hasta 512 kbps_total,'+ 512 Kbps - 1 Mbps_total,'+ 1 Mbps - 6 Mbps_total,'+ 6 Mbps - 10 Mbps_total,'+ 10 Mbps - 20 Mbps_total,'+ 20 Mbps - 30 Mbps_total,'+ 30 Mbps_total,Otros_total,Total_total
2025,1,Buenos Aires,644.00,20448.00,172059.00,132611.00,220036.00,123678.00,4554422.00,66998.00,5290896.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,CABA,294.00,2986.00,12682.00,16697.00,1569.00,5217.00,1423578.00,1792.00,1478936.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Catamarca,71.00,1240.00,2384.00,2591.00,334.00,2766.00,67675.00,660.00,79017.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Chaco,236.00,2260.00,11319.00,727.00,4231.00,1074.00,128061.00,5578.00,167661.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Chubut,104.00,3060.00,30828.00,102.00,13511.00,21478.00,102157.00,6137.00,184721.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Córdoba,99.00,6591.00,95827.00,66131.00,4159.00,29005.00,883756.00,2203.00,1125202.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Corrientes,67.00,211.00,15032.00,1224.00,5044.00,2519.00,121341.00,5551.00,163904.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Entre Ríos,107.00,3884.00,29322.00,37275.00,16849.00,10912.00,186908.00,18562.00,303819.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Formosa,84.00,1050.00,20888.00,10389.00,3445.00,2730.00,30574.00,2920.00,66050.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Jujuy,58.00,1065.00,11060.00,13099.00,27488.00,1008.00,76659.00,1433.00,131870.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,La Pampa,66.00,4190.00,37887.00,954.00,8468.00,10834.00,59833.00,2551.00,129598.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,La Rioja,18.00,3310.00,822.00,7700.00,24534.00,4511.00,57607.00,0.00,88593.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Mendoza,36.00,2251.00,25744.00,10674.00,15088.00,7789.00,280300.00,2616.00,344498.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Misiones,51.00,2971.00,23759.00,24318.00,10827.00,4668.00,137934.00,85.00,213028.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Neuquén,112.00,6840.00,29451.00,9348.00,8549.00,1285.00,141107.00,2311.00,192847.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Río Negro,94.00,6570.00,18014.00,11231.00,11928.00,355.00,123060.00,14502.00,183036.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Salta,114.00,6730.00,23161.00,14653.00,5738.00,4172.00,136760.00,6499.00,191770.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,San Juan,18.00,131.00,9448.00,3727.00,2612.00,8570.00,94228.00,16451.00,128651.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,San Luis,60.00,4990.00,9883.00,22162.00,2351.00,66455.00,60957.00,15488.00,177855.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Santa Cruz,47.00,2720.00,4860.00,6163.00,8374.00,4525.00,23385.00,35828.00,83454.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Santa Fe,468.00,4787.00,65612.00,62162.00,45697.00,29265.00,687022.00,23935.00,918948.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Santiago Del Estero,178.00,1016.00,8078.00,411.00,1411.00,4574.00,81347.00,3127.00,116540.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Tierra Del Fuego,17.00,5920.00,3352.00,1319.00,12005.00,18782.00,12877.00,9336.00,58280.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2025,1,Tucumán,39.00,3780.00,9465.00,13535.00,18556.00,2452.00,227684.00,3340.00,272443.00,3.08,54685.00,670937.00,502215.00,540061.00,371315.00,9699232.00,25009.00,12091617.00
2024,4,Buenos Aires,769.00,18717.00,179367.00,155265.00,219172.00,124151.00,4472362.00,51378.00,5221181.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,CABA,417.00,3067.00,16401.00,24337.00,17534.00,6838.00,1395593.00,0.00,1464187.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Catamarca,71.00,1290.00,2453.00,2709.00,3472.00,3061.00,65532.00,0.00,77427.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Chaco,236.00,2440.00,11454.00,7527.00,7194.00,10246.00,121751.00,5208.00,163860.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Chubut,106.00,3220.00,31024.00,10478.00,14465.00,22287.00,96137.00,6229.00,181048.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Córdoba,99.00,671.00,95978.00,67982.00,42131.00,3029.00,848389.00,15729.00,1107308.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Corrientes,67.00,221.00,15502.00,12971.00,5258.00,254.00,116032.00,5176.00,159756.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Entre Ríos,107.00,3966.00,30417.00,38134.00,17112.00,10935.00,182127.00,18047.00,300845.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Formosa,84.00,1180.00,21735.00,10367.00,3631.00,2860.00,28824.00,1100.00,65155.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Jujuy,58.00,1095.00,11300.00,13372.00,27546.00,1015.00,74969.00,1352.00,130707.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,La Pampa,70.00,4600.00,38772.00,12525.00,12823.00,4159.00,56992.00,254.00,128341.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,La Rioja,18.00,3400.00,902.00,9060.00,24606.00,4514.00,56523.00,0.00,87809.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Mendoza,56.00,2269.00,25916.00,10779.00,15333.00,7832.00,273109.00,2641.00,337935.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Misiones,51.00,2999.00,24945.00,26855.00,8692.00,4511.00,134984.00,8148.00,211185.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Neuquén,123.00,5990.00,30314.00,9742.00,8727.00,1327.00,126500.00,978.00,187112.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Río Negro,100.00,6740.00,18585.00,11762.00,12458.00,3558.00,118096.00,14239.00,179472.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Salta,114.00,7370.00,24009.00,16008.00,6102.00,4203.00,132553.00,5979.00,189705.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,San Juan,18.00,1323.00,10965.00,4461.00,2744.00,8990.00,89905.00,16524.00,126839.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,San Luis,60.00,5030.00,10000.00,22291.00,2512.00,73262.00,51596.00,15545.00,175769.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Santa Cruz,47.00,2780.00,4927.00,6246.00,8514.00,8082.00,18937.00,35828.00,82859.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Santa Fe,468.00,5363.00,67242.00,65472.00,48363.00,30958.00,662452.00,28458.00,908776.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Santiago Del Estero,178.00,1037.00,8275.00,4445.00,19092.00,5429.00,69496.00,293.00,110882.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Tierra Del Fuego,19.00,6000.00,4048.00,158.00,12321.00,18947.00,10088.00,9671.00,57274.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,4,Tucumán,39.00,4610.00,10482.00,15155.00,19193.00,2516.00,222342.00,0.00,270188.00,3.38,54221.00,695013.00,551369.00,558995.00,381846.00,9425289.00,255512.00,11925620.00
2024,3,Buenos Aires,26.91,23962.00,228393.00,239339.00,246144.00,110876.00,4042646.00,93351.00,5011620.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,CABA,516.00,4544.00,26409.00,48083.00,33925.00,5829.00,1355061.00,0.00,1474367.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Catamarca,71.00,2090.00,3065.00,3734.00,4423.00,1827.00,61181.00,770.00,74587.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Chaco,236.00,4770.00,14811.00,10361.00,6247.00,5729.00,105485.00,404.00,147386.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Chubut,111.00,1088.00,44276.00,31402.00,22843.00,20196.00,33665.00,16589.00,170170.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Córdoba,99.00,8404.00,117068.00,91169.00,51126.00,26948.00,767427.00,17061.00,1079302.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Corrientes,67.00,2889.00,19949.00,17984.00,8108.00,5087.00,98904.00,6484.00,159472.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Entre Ríos,107.00,4408.00,37150.00,54377.00,16673.00,7236.00,164304.00,14382.00,298637.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Formosa,85.00,1790.00,21856.00,11563.00,4545.00,2720.00,23152.00,3500.00,62002.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Jujuy,58.00,1343.00,15359.00,11724.00,28741.00,2720.00,58543.00,198.00,118020.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,La Pampa,71.00,133.00,46716.00,17278.00,14556.00,5511.00,34254.00,161.00,121326.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,La Rioja,18.00,4350.00,1483.00,1786.00,24838.00,4709.00,54452.00,0.00,87721.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Mendoza,104.00,2945.00,35976.00,20902.00,30051.00,7781.00,196093.00,5499.00,299351.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Misiones,51.00,3248.00,32287.00,21522.00,11338.00,385.00,119112.00,8925.00,200333.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Neuquén,136.00,9980.00,35431.00,13485.00,10435.00,2933.00,81033.00,20176.00,164627.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Río Negro,112.00,1039.00,27223.00,16608.00,18343.00,24693.00,64813.00,15586.00,168417.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Salta,114.00,1154.00,28069.00,65938.00,3735.00,660.00,98971.00,6685.00,204732.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,San Juan,24.00,2021.00,21157.00,12882.00,12489.00,1343.00,30645.00,22649.00,103210.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,San Luis,60.00,6280.00,11317.00,23754.00,8952.00,75907.00,33150.00,9170.00,154685.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Santa Cruz,50.00,5000.00,7764.00,10783.00,11558.00,3628.00,19314.00,33434.00,87031.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Santa Fe,468.00,6845.00,82343.00,164019.00,59636.00,22135.00,557629.00,16426.00,909501.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Santiago Del Estero,180.00,1173.00,13018.00,5398.00,24514.00,5794.00,23641.00,9300.00,123230.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Tierra Del Fuego,22.00,8340.00,10283.00,12618.00,19536.00,6085.00,4342.00,7879.00,61599.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,3,Tucumán,39.00,1089.00,18850.00,22817.00,24476.00,1583.00,196919.00,5620.00,266335.00,28.15,65749.00,820923.00,855487.00,693805.00,364749.00,8494220.00,373878.00,11696962.00
2024,2,Buenos Aires,25.29,23034.00,222627.00,22166.00,244528.00,106302.00,4020395.00,125547.00,4989380.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,CABA,518.00,4122.00,24539.00,40296.00,33158.00,5633.00,1355333.00,0.00,1463599.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Catamarca,72.00,1640.00,2660.00,3093.00,3799.00,1279.00,63954.00,530.00,75074.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Chaco,236.00,3490.00,14594.00,8336.00,6208.00,6454.00,107707.00,3208.00,147092.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Chubut,125.00,1139.00,43699.00,31971.00,22696.00,19827.00,38212.00,16554.00,174223.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Córdoba,103.00,7771.00,104023.00,84867.00,4718.00,27367.00,797600.00,16863.00,1085774.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Corrientes,67.00,2514.00,17264.00,15233.00,7058.00,206.00,107094.00,5185.00,156475.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Entre Ríos,107.00,4123.00,33357.00,48933.00,1524.00,722.00,171352.00,13979.00,294311.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Formosa,85.00,1420.00,21748.00,10864.00,3989.00,2900.00,25541.00,2910.00,62950.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Jujuy,59.00,1213.00,11836.00,14148.00,28183.00,6870.00,61615.00,1943.00,119684.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,La Pampa,71.00,133.00,43807.00,17017.00,15353.00,5168.00,38916.00,1601.00,123263.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,La Rioja,19.00,3770.00,1124.00,1296.00,24703.00,4542.00,55420.00,0.00,87481.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Mendoza,108.00,2945.00,35803.00,20865.00,29649.00,7411.00,199311.00,5561.00,301653.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Misiones,51.00,3096.00,26173.00,2697.00,929.00,4441.00,127506.00,9027.00,206554.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Neuquén,146.00,9900.00,35229.00,13345.00,1059.00,3367.00,79985.00,1989.00,163542.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Río Negro,118.00,1035.00,25810.00,17903.00,1757.00,18633.00,75408.00,15564.00,172041.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Salta,117.00,8530.00,25886.00,62722.00,2619.00,680.00,102535.00,6541.00,201341.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,San Juan,27.00,2022.00,22029.00,13028.00,11532.00,9740.00,33634.00,22744.00,105990.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,San Luis,60.00,6290.00,11229.00,23702.00,4234.00,70855.00,40925.00,5975.00,157609.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Santa Cruz,56.00,4340.00,7768.00,9578.00,10592.00,8874.00,12374.00,33785.00,83461.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Santa Fe,476.00,6016.00,74717.00,144612.00,57199.00,24685.00,594567.00,28701.00,930973.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Santiago Del Estero,181.00,1084.00,9905.00,52697.00,24388.00,3864.00,32306.00,8890.00,125314.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Tierra Del Fuego,22.00,8340.00,10152.00,9645.00,10738.00,16737.00,6157.00,7124.00,61409.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,2,Tucumán,40.00,8080.00,14221.00,18593.00,22153.00,1515.00,209241.00,3430.00,266914.00,28.15,67024.00,840200.00,911374.00,662649.00,348253.00,8357088.00,341368.00,11556107.00
2024,1,Buenos Aires,26.00,2251.00,221185.00,233225.00,241778.00,106418.00,4068292.00,125147.00,5044557.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,CABA,516.00,5418.00,29753.00,51415.00,37369.00,5957.00,1374283.00,0.00,1504711.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Catamarca,71.00,1760.00,2872.00,3424.00,4204.00,1822.00,62294.00,700.00,74933.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Chaco,236.00,4160.00,14156.00,9044.00,5533.00,5718.00,116624.00,3816.00,155543.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Chubut,111.00,1083.00,43828.00,31885.00,23024.00,20261.00,33844.00,1664.00,170676.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Córdoba,99.00,8056.00,110371.00,87798.00,47085.00,29939.00,784141.00,1471.00,1082199.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Corrientes,67.00,269.00,18637.00,1653.00,768.00,1996.00,104052.00,6242.00,157894.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Entre Ríos,107.00,429.00,34574.00,51447.00,16122.00,7228.00,168809.00,13975.00,296552.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Formosa,85.00,1580.00,22133.00,10924.00,4176.00,2730.00,24667.00,3020.00,62718.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Jujuy,58.00,1268.00,14964.00,11283.00,28548.00,2760.00,59686.00,197.00,118053.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,La Pampa,71.00,1419.00,45089.00,17273.00,15221.00,5332.00,36191.00,1599.00,122195.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,La Rioja,18.00,4070.00,1336.00,1566.00,2477.00,471.00,54975.00,0.00,87782.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Mendoza,104.00,2945.00,35893.00,209.00,30049.00,7623.00,199517.00,5566.00,302597.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Misiones,51.00,3173.00,26882.00,26369.00,9812.00,3638.00,124105.00,8526.00,202556.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Neuquén,136.00,9970.00,35382.00,13482.00,10491.00,2934.00,80656.00,20168.00,164246.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Río Negro,112.00,1035.00,25500.00,17641.00,17191.00,18633.00,75331.00,15576.00,171019.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Salta,114.00,9260.00,27352.00,6453.00,3192.00,620.00,100039.00,6646.00,202861.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,San Juan,24.00,2021.00,22045.00,1303.00,11597.00,1343.00,33851.00,22755.00,106666.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,San Luis,60.00,6280.00,11318.00,23754.00,8953.00,70855.00,34554.00,5968.00,156090.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Santa Cruz,50.00,4270.00,7764.00,9577.00,7182.00,707.00,14335.00,33803.00,80208.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Santa Fe,468.00,6417.00,76294.00,15303.00,58595.00,28498.00,579118.00,16168.00,918588.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Santiago Del Estero,180.00,1134.00,12428.00,53211.00,24281.00,5796.00,26415.00,9170.00,124362.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Tierra Del Fuego,22.00,8340.00,10169.00,9674.00,12039.00,15932.00,5764.00,7121.00,61555.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2024,1,Tucumán,39.00,9270.00,16227.00,19918.00,23263.00,1582.00,202151.00,4880.00,264595.00,28.80,69355.00,866152.00,950930.00,672155.00,353896.00,8363694.00,328173.00,11633156.00
2023,4,Buenos Aires,26.91,23962.00,228393.00,239339.00,246144.00,110876.00,4042646.00,93351.00,5011620.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,CABA,516.00,4544.00,26409.00,48083.00,33925.00,5829.00,1355061.00,0.00,1474367.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,Catamarca,71.00,2090.00,3065.00,3734.00,4423.00,1827.00,61181.00,770.00,74587.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,Chaco,236.00,4770.00,14811.00,10361.00,6247.00,5729.00,105485.00,404.00,147386.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,Chubut,111.00,1088.00,44276.00,31402.00,22843.00,20196.00,33665.00,16589.00,170170.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,Córdoba,99.00,8404.00,117068.00,91169.00,51126.00,26948.00,767427.00,17061.00,1079302.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,Corrientes,67.00,2889.00,19949.00,17984.00,8108.00,5087.00,98904.00,6484.00,159472.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,Entre Ríos,107.00,4408.00,37150.00,54377.00,16673.00,7236.00,164304.00,14382.00,298637.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,Formosa,85.00,1790.00,21856.00,11563.00,4545.00,2720.00,23152.00,3500.00,62002.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,Jujuy,58.00,1343.00,15359.00,11724.00,28741.00,2720.00,58543.00,198.00,118020.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,La Pampa,71.00,133.00,46716.00,17278.00,14556.00,5511.00,34254.00,161.00,121326.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,La Rioja,18.00,4350.00,1483.00,1786.00,24838.00,4709.00,54452.00,0.00,87721.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,Mendoza,104.00,2945.00,35976.00,20902.00,30051.00,7781.00,196093.00,5499.00,299351.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,Misiones,51.00,3248.00,32287.00,21522.00,11338.00,385.00,119112.00,8925.00,200333.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
2023,4,Neuquén,136.00,9980.00,35431.00,13485.00,10435.00,2933.00,81033.00,20176.00,164627.00,29.71,71742.00,900253.00,978108.00,697232.00,350290.00,8224736.00,295592.00,11547661.00
